
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 10월 20일~11월 18일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
진도군,268,11-02,      12.4,      18.0,       6.9,       1.0,,,,,,,       1.9
봉화,271,11-02,       6.6,      15.5,      -0.5,       1.0,      72.0,       6.2,,,     983.0,    1021.5,       1.1
영주,272,11-02,       8.8,      15.7,       2.5,       1.2,      65.6,       6.6,,,     996.3,    1021.5,       2.5
문경,273,11-02,       9.1,      16.0,       3.1,       1.2,      65.0,       6.7,,,    1001.0,    1021.8,       1.7
청송군,276,11-02,       7.8,      16.1,       1.5,       0.6,      74.3,       5.8,,,     998.0,    1023.2,       1.0
영덕,277,11-02,      11.5,      17.5,       6.2,       1.2,      60.6,       6.8,,,    1016.5,    1021.5,       2.6
의성,278,11-02,       7.9,      17.4,       0.8,       0.9,      71.9,       6.4,,,    1012.2,    1021.9,       0.9
구미,279,11-02,       9.9,      17.3,       3.9,       1.1,      68.0,       6.2,,,    1016.4,    1022.0,       1.2
영천,281,11-02,       9.8,      17.7,       3.1,       1.0,      65.4,       6.6,,,    1010.5,    1021.9,       1.6
경주시,283,11-02,      10.5,      18.1,       4.3,       0.8,      70.6,       6.1,,,    1018.1,    1022.7,       1.9
경주시,283,11-02,      10.5,      18.1,       4.3,       0.8,      70.6,       6.1,,,    1018.1,    1022.7,       1.9
거창,284,11-02,       8.7,      17.3,       1.7,       1.3,      70.6,       6.4,,,     995.2,    1022.3,       1.1
합천,285,11-02,      10.1,      18.6,       3.9,       0.9,      68.8,       6.4,,,    1018.1,    1022.0,       1.0
밀양,288,11-02,      10.5,      18.8,       3.8,       0.7,      70.0,       6.5,,,    1020.4,    1021.8,       1.0
산청,289,11-02,      10.3,      17.9,       4.3,       1.3,      66.3,       6.2,,,    1005.6,    1022.6,       1.4
거제,294,11-02,      12.8,      18.3,       8.0,       1.6,      64.4,       6.4,,,    1016.3,    1021.0,       1.3
남해,295,11-02,      12.6,      18.0,       8.0,       1.5,      63.7,       6.7,,,    1016.5,    1022.1,       1.5
강남,400,11-02,      11.5,      16.0,       7.3,       1.2,,,,,,,       1.5
서초,401,11-02,      11.6,      16.4,       7.1,       1.3,,,,,,,       1.3
강동,402,11-02,      10.5,      16.1,       5.4,       1.2,,,,,,,       1.2
송파,403,11-02,      11.7,      16.5,       7.3,       1.2,,,,,,,       1.6
강서,404,11-02,      11.0,      15.7,       6.8,       1.4,,,,,,,       1.5
양천,405,11-02,      11.7,      16.2,       7.6,       1.2,,,,,,,       1.2
도봉,406,11-02,       9.8,      15.9,       4.1,       1.2,,,,,,,       0.9
노원,407,11-02,       9.3,      15.9,       2.9,       1.2,,,,,,,       1.3
동대문,408,11-02,      11.5,      16.3,       6.9,       1.2,,,,,,,       1.6
중랑,409,11-02,      11.4,      16.0,       6.9,       1.2,,,,,,,       1.7
기상청,410,11-02,      11.6,      16.1,       7.3,       1.1,,,,,,,       1.3
마포,411,11-02,      11.7,      16.0,       7.5,       1.2,,,,,,,       2.0
서대문,412,11-02,      10.4,      16.1,       5.5,       1.1,,,,,,,       1.4
광진,413,11-02,      11.3,      16.1,       6.9,       1.0,,,,,,,       1.5
성북,414,11-02,      10.4,      15.3,       6.1,       1.1,,,,,,,       1.3
용산,415,11-02,      11.2,      15.6,       6.9,       1.3,,,,,,,       1.4
은평,416,11-02,      10.0,      15.6,       4.7,       1.2,,,,,,,       1.5
금천,417,11-02,      11.7,      15.9,       7.9,       1.3,,,,,,,       1.6
중구,419,11-02,      10.0,      14.7,       6.1,       1.2,,,,,,,       2.1
성동,421,11-02,      12.0,      16.2,       8.0,       0.9,,,,,,,       1.8
구로,423,11-02,      10.8,      15.9,       6.1,       1.4,,,,,,,       1.6
강북,424,11-02,      11.5,      16.4,       7.0,       1.0,,,,,,,       1.5
남현,425,11-02,      10.5,      15.4,       5.9,       0.7,,,,,,,       1.1
부천,433,11-02,      11.7,      16.4,       7.2,       1.6,,,,,,,       1.0
안양,434,11-02,      11.4,      15.9,       7.3,       1.3,,,,,,,       1.9
광명,437,11-02,      12.2,      16.4,       8.3,       1.5,,,,,,,       1.7
군포,438,11-02,      11.6,      16.2,       7.5,       1.2,,,,,,,       1.1
김포,441,11-02,      10.1,      15.6,       5.1,       1.3,,,,,,,       1.2
하남,444,11-02,      10.8,      16.8,       5.3,       1.2,,,,,,,       0.6
의왕,445,11-02,       9.8,      15.3,       4.8,       1.3,,,,,,,       0.8
포천,504,11-02,       8.3,      15.7,       1.8,       1.1,,,,,,,       1.1
가평조종,505,11-02,       7.0,      15.0,       0.4,       0.9,,,,,,,       1.0
영등포,510,11-02,      11.9,      16.3,       8.2,       1.1,,,,,,,       1.4
인천연수,512,11-02,      11.4,      16.2,       6.3,       1.4,,,,,,,       1.7
안성,516,11-02,       9.6,      16.3,       3.8,       1.4,,,,,,,       0.9
간성,517,11-02,      10.8,      16.4,       5.2,       1.7,,,,,,,       1.9
평창,526,11-02,       7.0,      14.9,       1.4,       0.9,,,,,,,       1.0
의정부,532,11-02,       9.1,      15.6,       3.0,       1.2,,,,,,,       0.9
횡성,536,11-02,       7.8,      16.0,       1.7,       1.0,,,,,,,       1.0
고양,540,11-02,       9.5,      16.2,       3.3,       1.3,,,,,,,       1.2
남양주,541,11-02,       8.4,      16.1,       1.7,       1.1,,,,,,,       0.9
안산,545,11-02,       9.2,      16.0,       2.7,       1.3,,,,,,,       1.4
경기광주,546,11-02,       8.8,      15.8,       3.4,       1.2,,,,,,,       1.4
여주,548,11-02,       8.3,      15.5,       2.7,       1.0,,,,,,,       1.1
용인,549,11-02,       8.6,      15.8,       2.7,       1.0,,,,,,,       1.1
오산,550,11-02,       9.6,      16.2,       4.2,       1.1,,,,,,,       1.1
평택,551,11-02,      10.5,      16.6,       4.7,       1.3,,,,,,,       1.5
화천,555,11-02,       7.3,      15.7,       1.5,       1.1,,,,,,,       1.1
양구,556,11-02,       6.8,      15.2,       0.8,       1.0,,,,,,,       1.0
시흥,565,11-02,      10.7,      16.0,       5.6,       1.3,,,,,,,       1.4
구리,569,11-02,      10.1,      16.1,       5.1,       1.2,,,,,,,       1.1
금곡,570,11-02,      10.0,      15.5,       5.0,       1.3,,,,,,,       1.2
화성,571,11-02,      10.3,      16.0,       5.5,       1.3,,,,,,,       1.2
성남,572,11-02,      10.5,      16.0,       5.6,       1.2,,,,,,,       1.1
과천,590,11-02,      10.0,      16.1,       4.4,       1.5,,,,,,,       1.4
진부령,595,11-02,       7.1,      12.5,       2.3,       2.0,,,,,,,       3.3
양주,598,11-02,       8.3,      15.7,       1.5,       1.2,,,,,,,       1.0
단양,601,11-02,       8.5,      15.5,       3.8,       0.9,,,,,,,       0.7
진천,602,11-02,       8.7,      16.3,       2.8,       1.2,,,,,,,       1.1
괴산,603,11-02,       7.9,      16.0,       1.7,       1.5,,,,,,,       0.9
옥천,604,11-02,       8.8,      16.5,       2.9,       1.6,,,,,,,       0.9
세종연서,611,11-02,       8.6,      16.7,       2.7,       1.4,,,,,,,       1.0
공주,612,11-02,       9.5,      16.7,       3.6,       1.3,,,,,,,       1.0
서천,614,11-02,      10.1,      16.7,       4.3,       1.8,,,,,,,       1.3
논산,615,11-02,       9.3,      17.1,       3.0,       1.3,,,,,,,       1.1
당진,616,11-02,       9.7,      15.9,       4.3,       1.1,,,,,,,       1.7
청양,618,11-02,       8.6,      16.3,       2.2,       1.5,,,,,,,       1.0
음성,619,11-02,       7.6,      16.2,       0.9,       1.1,,,,,,,       1.1
증평,623,11-02,       8.5,      16.2,       2.5,       1.1,,,,,,,       1.0
태안,627,11-02,      11.5,      16.3,       6.9,       1.2,,,,,,,       1.5
예산,628,11-02,      10.1,      16.5,       4.3,       1.2,,,,,,,       1.6
아산,634,11-02,      10.2,      16.2,       4.6,       1.2,,,,,,,       1.6
계룡,636,11-02,       8.4,      16.5,       1.7,       1.5,,,,,,,       0.8
오월드,642,11-02,      11.0,      17.2,       5.8,       1.5,,,,,,,       0.9
세천,643,11-02,       9.4,      16.3,       3.5,       1.4,,,,,,,       0.8
장동,648,11-02,       9.5,      16.6,       3.8,       1.2,,,,,,,       0.8
부평,649,11-02,       9.7,      16.2,       3.7,       1.0,,,,,,,       0.5
연천청산,652,11-02,       8.6,      15.9,       2.3,       1.0,,,,,,,       1.0
양양,670,11-02,      11.6,      16.3,       6.7,       2.2,,,,,,,       2.6
사북,674,11-02,       6.8,      12.0,       2.3,       1.3,,,,,,,       2.5
무안,699,11-02,      11.6,      17.3,       6.5,       0.6,,,,,,,       1.8
무주,701,11-02,       8.5,      16.4,       2.5,       0.9,,,,,,,       1.1
익산,702,11-02,      10.8,      17.2,       4.8,       1.6,,,,,,,       1.2
진안,703,11-02,       7.7,      15.7,       1.5,       1.7,,,,,,,       1.2
담양,706,11-02,      10.6,      17.8,       4.7,       1.3,,,,,,,       1.6
광산,708,11-02,      11.1,      17.9,       5.0,       0.9,,,,,,,       1.6
구례,709,11-02,      10.2,      18.3,       3.9,       1.2,,,,,,,       1.1
나주,710,11-02,      11.0,      18.2,       5.0,       1.4,,,,,,,       1.3
순천시,712,11-02,      12.8,      18.5,       8.2,       1.1,,,,,,,       1.8
광양읍,713,11-02,      12.0,      18.9,       6.4,       1.2,,,,,,,       1.4
조선대,722,11-02,      12.1,      17.7,       7.3,       1.3,,,,,,,       1.7
거문도,723,11-02,      15.1,      17.8,      12.9,       2.1,,,,,,,       3.9
추자도,724,11-02,      15.0,      17.6,      12.7,       1.3,,,,,,,       3.8
장성,730,11-02,      10.5,      17.5,       4.7,       1.5,,,,,,,       1.2
영암,731,11-02,      11.2,      17.9,       5.3,       1.3,,,,,,,       1.6
보성,732,11-02,       9.6,      17.1,       3.3,       1.0,,,,,,,       1.2
완주,734,11-02,      10.1,      17.6,       4.1,       1.6,,,,,,,       1.3
김제,737,11-02,      11.2,      17.4,       5.9,       1.8,,,,,,,       1.9
화순,741,11-02,      10.8,      18.1,       4.8,       1.4,,,,,,,       0.9
함평,754,11-02,      11.7,      18.0,       6.0,       1.5,,,,,,,       1.4
곡성,768,11-02,       9.9,      17.6,       4.0,       1.3,,,,,,,       1.0
성판악,782,11-02,       9.4,      13.2,       5.8,       4.7,,,,,,,       2.8
풍암,788,11-02,      12.0,      18.8,       6.4,       0.6,,,,,,,       1.0
압해도,789,11-02,      12.9,      17.5,       8.8,       0.9,,,,,,,       2.9
영양,801,11-02,       8.4,      16.2,       1.9,       1.1,,,,,,,       1.3
성주,810,11-02,       9.7,      17.7,       3.0,       1.3,,,,,,,       1.1
고령,812,11-02,       9.4,      18.0,       2.6,       1.1,,,,,,,       0.6
청도,813,11-02,       9.3,      18.0,       2.5,       0.7,,,,,,,       1.1
예천,815,11-02,       8.6,      17.0,       2.0,       1.0,,,,,,,       1.1
김천,822,11-02,       9.5,      17.5,       2.7,       1.3,,,,,,,       1.1
군위,823,11-02,       8.3,      16.9,       1.6,       1.1,,,,,,,       1.2
칠곡,825,11-02,      10.0,      17.8,       3.5,       1.3,,,,,,,       1.4
경산,827,11-02,      11.4,      18.1,       5.6,       1.1,,,,,,,       1.5
달성,828,11-02,      11.0,      18.5,       5.1,       1.0,,,,,,,       1.3
대구서구,846,11-02,      11.9,      17.8,       6.7,       1.1,,,,,,,       1.4
신암,860,11-02,      12.0,      18.1,       6.9,       0.9,      60.2,       6.8,       3.1,,    1014.4,    1021.7,       1.8
완산,864,11-02,      11.2,      17.5,       5.9,       1.5,      69.4,       6.1,       3.8,       1.9,    1015.1,    1021.7,       1.4
삼척,876,11-02,      12.4,      17.1,       7.9,       1.8,,,,,,,       1.9
울기,901,11-02,      13.9,      17.9,      10.5,       1.4,,,,,,,       2.1
삼천포,907,11-02,      13.5,      18.2,       9.1,       1.3,,,,,,,       2.0
영도,910,11-02,      14.0,      17.6,      10.4,       0.8,,,,,,,       2.4
고성,918,11-02,      12.0,      18.9,       5.9,       1.3,,,,,,,       1.5
창녕,919,11-02,      10.1,      18.7,       3.3,       0.9,,,,,,,       1.3
함안,920,11-02,       9.9,      19.0,       2.8,       1.1,,,,,,,       0.8
가덕도,921,11-02,      14.1,      18.2,      11.2,       0.7,,,,,,,       3.4
기장,923,11-02,      12.7,      18.6,       7.6,       0.9,,,,,,,       1.7
간절곶,924,11-02,      14.1,      18.0,      10.0,       1.5,,,,,,,       2.9
하동,932,11-02,      11.8,      18.9,       6.0,       1.3,,,,,,,       1.3
해운대,937,11-02,      14.2,      19.1,       9.8,       1.2,,,,,,,       1.9
부산진,938,11-02,      13.6,      18.4,       9.3,       1.3,,,,,,,       1.8
동래,940,11-02,      13.5,      18.8,       8.9,       1.3,,,,,,,       1.6
북구,941,11-02,      12.8,      17.8,       8.3,       1.1,,,,,,,       1.5
부산남구,942,11-02,      14.4,      18.6,      10.3,       1.3,,,,,,,       1.7
정자,949,11-02,      13.2,      18.7,       8.0,       0.8,,,,,,,       2.7
속초,90,11-03,      12.1,      16.8,       7.3,       2.1,      55.0,       6.7,,,    1017.5,    1019.7,       2.3
철원,95,11-03,       7.4,      14.7,       0.8,       1.0,      69.7,       6.1,,,    1002.9,    1021.8,       1.3
동두천,98,11-03,       9.1,      16.5,       3.1,       0.9,      64.8,       6.3,,,    1008.1,    1021.7,       1.3
파주,99,11-03,       8.6,      16.2,       2.1,       1.0,      72.0,       6.6,,,    1018.1,    1021.8,       1.3
대관령,100,11-03,       5.4,      11.4,      -0.3,       1.3,      68.2,       7.0,,,     925.9,    1021.4,       4.3
춘천,101,11-03,       8.3,      15.5,       2.5,       0.9,      72.8,       5.7,,,    1012.6,    1022.0,       0.9
백령도,102,11-03,      11.1,      14.0,       8.7,       1.7,      65.9,       5.9,       4.5,,    1005.3,    1021.5,       4.5
강릉,105,11-03,      12.7,      17.6,       8.2,       1.9,      51.4,       7.0,,,    1017.1,    1020.3,       2.8
동해,106,11-03,      12.1,      17.0,       7.2,       1.4,      57.0,       6.9,,,    1015.3,    1019.8,       2.3
서울,108,11-03,      10.8,      15.9,       6.2,       1.0,      60.2,       6.2,       3.4,       2.4,    1011.5,    1021.9,       2.0
인천,112,11-03,      11.3,      15.8,       7.2,       1.2,      64.8,       6.7,       3.4,       2.5,    1013.3,    1021.6,       2.5
원주,114,11-03,       8.9,      15.8,       3.1,       0.6,      68.1,       5.8,,,    1003.8,    1022.1,       0.8
울릉도,115,11-03,      12.5,      16.2,       9.8,       3.6,      67.1,       5.8,       4.6,       2.8,     993.8,    1020.3,       3.4
수원,119,11-03,      10.1,      16.2,       4.7,       0.9,      69.2,       6.4,       3.4,       2.2,    1017.9,    1022.3,       1.2
영월,121,11-03,       8.3,      15.8,       2.2,       0.7,      70.1,       5.8,,,     992.7,    1021.8,       1.1
충주,127,11-03,       8.4,      16.0,       2.3,       0.7,      71.7,       5.7,,,    1010.4,    1022.4,       1.3
서산,129,11-03,      10.0,      16.5,       4.2,       1.0,      74.6,       6.3,,,    1019.2,    1022.2,       1.8
울진,130,11-03,      12.0,      17.6,       6.4,       1.3,      60.1,       7.0,,,    1014.3,    1020.3,       3.1
청주,131,11-03,      10.3,      16.6,       4.8,       1.0,      65.9,       6.3,       3.6,       2.1,    1015.2,    1022.3,       1.2
대전,133,11-03,      10.4,      17.0,       4.8,       0.7,      70.6,       6.5,       3.4,       1.8,    1013.9,    1022.3,       1.3
추풍령,135,11-03,       9.2,      16.1,       3.2,       0.9,      66.7,       6.7,,,     992.6,    1022.2,       2.2
안동,136,11-03,       9.1,      16.8,       3.0,       0.7,      69.0,       6.4,       3.7,       2.3,    1005.0,    1022.2,       1.3
상주,137,11-03,      10.2,      17.2,       4.3,       0.6,      65.9,       6.5,,,    1009.9,    1021.8,       1.4
포항,138,11-03,      13.2,      18.3,       8.8,       0.9,      57.7,       7.0,       3.0,       3.0,    1020.9,    1021.4,       2.3
군산,140,11-03,      11.2,      16.5,       6.7,       1.1,      74.2,       6.3,,,    1019.1,    1022.4,       2.5
울산,152,11-03,      12.7,      18.7,       7.6,       1.1,      62.0,       6.9,       3.0,,    1016.1,    1021.2,       1.7
창원,155,11-03,      13.3,      18.4,       8.8,       1.0,      60.3,       6.8,       2.8,,    1018.6,    1021.2,       1.5
광주,156,11-03,      12.0,      18.0,       7.0,       1.0,      68.1,       6.4,       3.7,,    1013.4,    1022.2,       1.4
부산,159,11-03,      14.3,      19.3,      10.5,       1.3,      58.3,       7.3,       3.0,       3.0,    1012.6,    1021.0,       2.8
통영,162,11-03,      13.6,      18.7,       9.3,       1.2,      66.2,       7.0,,,    1017.8,    1021.6,       2.0
목포,165,11-03,      12.8,      17.6,       8.8,       1.1,      70.4,       6.3,       3.9,       2.5,    1017.3,    1022.3,       3.4
여수,168,11-03,      13.8,      17.8,      10.5,       1.3,      61.7,       7.0,       3.1,       3.4,    1013.5,    1021.6,       3.6
흑산도,169,11-03,      13.7,      16.4,      11.6,       1.2,      72.3,       5.9,       4.4,,    1012.6,    1022.0,       5.4
